"RootFolder","File","RelativePath","DateTime","DeleteFlag","animal","empty","person","vehicle","Species","Unidentifiable","Dark","No_Adults_Seq","No_Juv_Seq","Date","Individual","time_diff","keep_row","Trap"
"Imagestoclassify","PS17__CamB__2023-02-16__22-35-24(2).JPG","BrendanAltingMLDP2023Images\PS17\CamB",2023-02-16 22:35:24,"false","true","false","false","false","Quoll","true","false",0,0,2023-02-16,"Unidentifiable",140614,TRUE,"PS17"
"Imagestoclassify","Q20__2023-02-17__05-58-28(1).JPG","BrendanAltingMLDP2023Images\Q20",2023-02-17 05:58:28,"false","false","false","false","false","Quoll","false","false",0,0,2023-02-17,"QU2003",0,TRUE,"Q20"
"Imagestoclassify","Q33__2023-02-18__20-22-03(1).JPG","BrendanAltingMLDP2023Images\Q33",2023-02-18 20:22:03,"false","false","false","false","false","Quoll","false","false",0,0,2023-02-18,"QU2124",0,TRUE,"Q33"
"Imagestoclassify","Q22__2022-02-21__19-28-46(1).JPG","BrendanAltingMLDP2023Images\Q22",2023-02-21 19:28:46,"false","false","false","false","false","Quoll","false","false",0,0,2023-02-21,"QU2108",1935742,TRUE,"Q22"
"Imagestoclassify","Q10__2023-02-22__20-38-21(1).JPG","BrendanAltingMLDP2023Images\Q10",2023-02-22 20:38:21,"false","false","false","false","false","Quoll","false","false",0,0,2023-02-22,"QU2103",1092237,TRUE,"Q10"
"Imagestoclassify","Q10__2023-02-22__20-38-22(5).JPG","BrendanAltingMLDP2023Images\Q10",2023-02-22 20:38:22,"false","false","false","false","false","Quoll","false","false",0,0,2023-02-22,"Unidentifiable",511376,TRUE,"Q10"
"Imagestoclassify","Q15__2023-02-22__22-20-36(1).JPG","BrendanAltingMLDP2023Images\Q15",2023-02-22 22:20:36,"false","false","false","false","false","Quoll","false","false",0,0,2023-02-22,"QU2105",2045617,TRUE,"Q15"
"Imagestoclassify","Q32__2023-02-23__08-10-22(1).JPG","BrendanAltingMLDP2023Images\Q32",2023-02-23 08:10:22,"false","false","false","false","false","Quoll","false","false",0,0,2023-02-23,"QU2122",716211,TRUE,"Q32"
"Imagestoclassify","Q17__2023-02-23__22-58-08(1).JPG","BrendanAltingMLDP2023Images\Q17",2023-02-23 22:58:08,"false","false","false","false","false","Quoll","false","false",0,0,2023-02-23,"QU2003",579310,TRUE,"Q17"
"Imagestoclassify","Q13__2023-02-24__01-36-49(1).JPG","BrendanAltingMLDP2023Images\Q13",2023-02-24 01:36:49,"false","false","false","false","false","Quoll","false","false",0,0,2023-02-24,"QU2104",6994222,TRUE,"Q13"
"Imagestoclassify","Q22__2022-02-25__07-25-18(11).JPG","BrendanAltingMLDP2023Images\Q22",2023-02-25 07:25:18,"false","false","false","false","false","Quoll","false","false",0,0,2023-02-25,"QU2004",1125426,TRUE,"Q22"
"Imagestoclassify","Q28__2023-02-25__16-26-15(1).JPG","BrendanAltingMLDP2023Images\Q28",2023-02-25 16:26:15,"false","false","false","false","false","Quoll","false","false",0,0,2023-02-25,"QU2006",2538075,TRUE,"Q28"
"Imagestoclassify","Q22__2022-02-25__20-53-49(1).JPG","BrendanAltingMLDP2023Images\Q22",2023-02-25 20:53:49,"false","false","false","false","false","Quoll","false","false",0,0,2023-02-25,"QU2108",350540,TRUE,"Q22"
"Imagestoclassify","Q29__2023-02-26__10-28-55(1).JPG","BrendanAltingMLDP2023Images\Q29",2023-02-26 10:28:55,"false","false","false","false","false","Quoll","false","false",0,0,2023-02-26,"QU2007",5884979,TRUE,"Q29"
"Imagestoclassify","Q29__2023-02-26__10-31-39(27).JPG","BrendanAltingMLDP2023Images\Q29",2023-02-26 10:31:39,"false","false","false","false","false","Quoll","false","false",0,0,2023-02-26,"Unidentifiable",308568,TRUE,"Q29"
"Imagestoclassify","Q35__2023-02-28__01-28-07(1).JPG","BrendanAltingMLDP2023Images\Q35",2023-02-28 01:28:07,"false","false","false","false","false","Quoll","false","false",0,0,2023-02-28,"QU2009",0,TRUE,"Q35"
"Imagestoclassify","Q32__2023-03-02__01-42-50(1).JPG","BrendanAltingMLDP2023Images\Q32",2023-03-02 01:42:50,"false","false","false","false","false","Quoll","false","false",0,0,2023-03-02,"QU2122",581519,TRUE,"Q32"
"Imagestoclassify","Q32__2023-03-02__01-43-17(19).JPG","BrendanAltingMLDP2023Images\Q32",2023-03-02 01:43:17,"false","false","false","false","false","Quoll","false","false",0,0,2023-03-02,"Unidentifiable",313898,TRUE,"Q32"
"Imagestoclassify","Q10__2023-03-03__17-54-34(1).JPG","BrendanAltingMLDP2023Images\Q10",2023-03-03 17:54:34,"false","false","false","false","false","Quoll","false","false",0,0,2023-03-03,"QU2201",1419394,TRUE,"Q10"
"Imagestoclassify","Q22__2022-03-04__18-18-19(1).JPG","BrendanAltingMLDP2023Images\Q22",2023-03-04 18:18:19,"false","false","false","false","false","Quoll","false","false",0,0,2023-03-04,"QU2113",2645118,TRUE,"Q22"
"Imagestoclassify","Q24__2023-03-04__20-03-11(1).JPG","BrendanAltingMLDP2023Images\Q24",2023-03-04 20:03:11,"false","false","false","false","false","Quoll","false","false",0,0,2023-03-04,"QU2003",766919,TRUE,"Q24"
"Imagestoclassify","Q26__2023-03-06__08-43-35(1).JPG","BrendanAltingMLDP2023Images\Q26",2023-03-06 08:43:35,"false","false","false","false","false","Quoll","false","false",0,0,2023-03-06,"QU2118",2975535,TRUE,"Q26"
