"RootFolder","File","RelativePath","DateTime","DeleteFlag","animal","empty","person","vehicle","Species","Unidentifiable","Dark","No_Adults_Seq","No_Juv_Seq","Date","Individual","time_diff","keep_row","Trap","camtype"
"Imagestoclassify","PS21__CamB__2022-12-21__02-53-37(1).JPG","BrendanAltingMLDP2023Images\PS21\CamB",2022-12-21 02:53:37,"false","true","false","false","false","Fox","false","false",0,0,2022-12-21,"Unidentifiable",99603,TRUE,"PS21","Trail"
"Imagestoclassify","PS14__CamA__2022-12-21__22-44-08(1).JPG","BrendanAltingMLDP2023Images\PS14\CamA",2022-12-21 22:44:08,"false","true","false","false","false","Fox","false","false",0,0,2022-12-21,"Unidentifiable",70828,TRUE,"PS14","Trail"
"Imagestoclassify","PS14__CamA__2022-12-21__23-48-31(1).JPG","BrendanAltingMLDP2023Images\PS14\CamA",2022-12-21 23:48:31,"false","true","false","false","false","Fox","false","false",0,0,2022-12-21,"Unidentifiable",3859,TRUE,"PS14","Trail"
"Imagestoclassify","PS20__CamA__2022-12-22__20-46-17(1).JPG","BrendanAltingMLDP2023Images\PS20\CamA",2022-12-22 20:46:17,"false","true","false","false","false","Fox","false","false",0,0,2022-12-22,"Unidentifiable",75464,TRUE,"PS20","Trail"
"Imagestoclassify","PS15__CamB__2022-12-24__21-20-01(1).JPG","BrendanAltingMLDP2023Images\PS15\CamB",2022-12-24 21:20:01,"false","true","false","false","false","Fox","false","false",0,0,2022-12-24,"Unidentifiable",174819,TRUE,"PS15","Trail"
"Imagestoclassify","PS14__CamB__2022-12-25__01-40-44(1).JPG","BrendanAltingMLDP2023Images\PS14\CamB",2022-12-25 01:40:44,"false","true","false","false","false","Fox","false","false",0,0,2022-12-25,"Unidentifiable",15642,TRUE,"PS14","Trail"
"Imagestoclassify","PS14__CamA__2022-12-25__02-52-38(1).JPG","BrendanAltingMLDP2023Images\PS14\CamA",2022-12-25 02:52:38,"false","true","false","false","false","Fox","false","false",0,0,2022-12-25,"Unidentifiable",4276,TRUE,"PS14","Trail"
"Imagestoclassify","PS17__CamB__2022-12-25__21-28-49(1).JPG","BrendanAltingMLDP2023Images\PS17\CamB",2022-12-25 21:28:49,"false","true","false","false","false","Fox","false","false",0,0,2022-12-25,"Unidentifiable",66968,TRUE,"PS17","Trail"
"Imagestoclassify","PS14__CamA__2022-12-25__22-30-38(1).JPG","BrendanAltingMLDP2023Images\PS14\CamA",2022-12-25 22:30:38,"false","true","false","false","false","Fox","false","false",0,0,2022-12-25,"Unidentifiable",3698,TRUE,"PS14","Trail"
"Imagestoclassify","PS14__CamA__2022-12-25__23-18-17(1).JPG","BrendanAltingMLDP2023Images\PS14\CamA",2022-12-25 23:18:17,"false","true","false","false","false","Fox","false","false",0,0,2022-12-25,"Unidentifiable",2858,TRUE,"PS14","Trail"
"Imagestoclassify","Q12__2022-12-26__01-34-14(1).JPG","BrendanAltingMLDP2023Images\Q12",2022-12-26 01:34:14,"false","false","false","false","false","Fox","false","false",0,0,2022-12-26,"Unidentifiable",8153,TRUE,"Q12","Baited"
